City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
445,Quatre Cocos,MU,-20.2078,57.7625,71.71,78,1,8.81,clear sky
446,Barra,BR,-11.0894,-43.1417,83.93,45,54,5.28,broken clouds
447,Oskarshamn,SE,57.2645,16.4484,49.8,96,99,7.31,overcast clouds
448,Red Bank,US,40.3471,-74.0643,65.1,71,75,1.01,broken clouds
449,Rio Grande,BR,-32.035,-52.0986,78.91,85,0,18.88,clear sky
450,Svetlogorsk,BY,52.6333,29.7333,40.91,75,0,7.67,clear sky
451,Chengde,CN,40.9725,117.9361,39.38,73,7,1.07,clear sky
452,Jawhar,SO,2.7809,45.5005,77.02,80,1,13.06,clear sky
453,Jhabua,IN,22.7667,74.6,67.53,43,0,5.79,clear sky
454,Abha,SA,18.2164,42.5053,58.82,47,0,6.91,clear sky
455,Dicabisagan,PH,17.0818,122.4157,76.77,86,71,6.49,broken clouds
456,North Platte,US,41.1239,-100.7654,42.69,58,90,1.01,light rain
457,Afua,BR,-0.1567,-50.3867,81.09,77,75,6.24,broken clouds
458,Les Cayes,HT,18.2,-73.75,83.77,67,48,9.17,scattered clouds
459,Bugiri,UG,0.5714,33.7417,67.01,71,92,6.87,overcast clouds
460,Lixourion,GR,38.2019,20.4314,62.06,68,0,0.4,clear sky
461,Pochutla,MX,15.7432,-96.4661,87.82,69,79,4.56,broken clouds
462,Port Lincoln,AU,-34.7333,135.8667,59.7,63,0,8.99,clear sky
463,Evanston,US,42.0411,-87.6901,55.11,51,40,8.01,scattered clouds
464,Reims,FR,49.1667,4.0833,52.81,93,0,9.22,clear sky
465,Guia Lopes Da Laguna,BR,-21.4578,-56.1142,82.51,57,78,3.11,broken clouds
466,Puerto Suarez,BO,-18.95,-57.8,90.16,55,20,2.3,few clouds
467,Mitsamiouli,KM,-11.3847,43.2844,78.71,79,10,10.83,clear sky
468,Miandrivazo,MG,-19.5167,45.4667,73.49,76,0,1.88,clear sky
469,Gazojak,TM,41.1875,61.4036,46.4,39,0,8.03,clear sky
470,Ragusa,IT,36.9167,14.6,58.57,100,75,3.44,moderate rain
471,Madison Heights,US,42.4859,-83.1052,57.88,75,90,13.8,overcast clouds
472,Bukama,CD,-9.2,25.85,71.29,91,100,0.67,overcast clouds
473,Taltal,CL,-25.4,-70.4833,63.55,72,25,2.57,scattered clouds
474,La Ronge,CA,55.1001,-105.2842,34.05,60,75,10.36,broken clouds
475,Ucluelet,CA,48.9329,-125.5528,59.31,44,0,1.01,clear sky
476,Nawa,IN,27.0167,75.0,69.48,30,2,4.47,clear sky
477,Kihei,US,20.785,-156.4656,87.06,62,20,9.22,few clouds
478,Sernur,RU,56.9333,49.1536,41.56,86,66,12.37,broken clouds
479,Ngunguru,NZ,-35.6167,174.5,63.16,58,70,7.34,broken clouds
480,Kulhudhuffushi,MV,6.6221,73.07,81.1,76,100,10.02,overcast clouds
481,Progreso,MX,21.2833,-89.6667,86.11,54,3,9.62,clear sky
482,Kahului,US,20.8947,-156.47,87.06,62,20,9.22,few clouds
483,Bendigo,AU,-36.7667,144.2833,55.63,68,100,3.0,overcast clouds
484,Tsogni,GA,-2.7942,10.0988,75.9,89,100,5.39,overcast clouds
485,Ballina,AU,-28.8667,153.5667,63.79,83,100,6.6,overcast clouds
486,Katsuura,JP,35.1333,140.3,61.2,88,86,9.51,overcast clouds
487,Vardo,NO,70.3705,31.1107,35.58,87,75,21.85,broken clouds
488,Salalah,OM,17.0151,54.0924,75.29,50,0,4.61,clear sky
489,Tucumcari,US,35.1717,-103.725,61.95,44,1,8.05,clear sky
490,Akyab,MM,20.15,92.9,77.31,83,52,4.88,broken clouds
491,Charlestown,AU,-32.95,151.6667,66.81,83,100,3.02,overcast clouds
492,Satana,IN,20.5833,74.2,66.16,48,6,2.46,clear sky
493,Esperance,AU,-33.8667,121.9,66.4,51,100,18.41,overcast clouds
494,Warmbad,NA,-28.45,18.7333,64.33,52,10,19.1,clear sky
495,Rawah,IQ,34.4816,41.9093,75.97,34,100,10.92,overcast clouds
496,The Valley,AI,18.217,-63.0578,84.06,69,20,13.8,few clouds
497,Sur,OM,22.5667,59.5289,82.0,60,0,12.39,clear sky
498,Jiwani,PK,25.05,61.7417,82.49,38,2,7.36,clear sky
499,Kita,ML,13.0349,-9.4895,83.75,36,58,4.27,broken clouds
500,Kemijarvi,FI,66.7131,27.4306,35.4,98,100,8.21,overcast clouds
501,Onega,RU,63.9061,38.1404,41.0,95,100,3.42,overcast clouds
502,Eureka,US,40.8021,-124.1637,69.75,69,67,7.0,broken clouds
503,Colares,PT,38.7992,-9.4469,71.33,86,94,5.99,overcast clouds
504,Sept-Iles,CA,50.2001,-66.3821,47.05,97,90,8.99,mist
505,West Wendover,US,40.7391,-114.0733,60.01,55,1,4.61,clear sky
506,Yumen,CN,40.2833,97.2,39.96,32,5,10.6,clear sky
507,Pilar,BR,-9.5972,-35.9567,78.73,76,78,8.46,broken clouds
508,Port Shepstone,ZA,-30.7414,30.455,65.62,87,23,5.35,few clouds
509,Kerouane,GN,9.2667,-9.0167,72.12,90,100,2.95,overcast clouds
510,Alto Araguaia,BR,-17.3147,-53.2153,72.36,88,94,2.06,overcast clouds
511,Rongcheng,CN,30.634,117.8517,56.73,80,100,2.42,light rain
512,Broken Hill,AU,-31.95,141.4333,64.62,28,97,11.03,overcast clouds
513,Opuwo,NA,-18.0607,13.84,70.92,18,6,6.89,clear sky
514,Lubaczow,PL,50.157,23.1234,43.29,71,0,8.55,clear sky
515,Pahrump,US,36.2083,-115.9839,81.05,24,17,5.99,few clouds
516,Asfi,MA,32.2994,-9.2372,66.58,85,22,8.28,few clouds
517,Pedernales,DO,18.0384,-71.744,83.44,68,17,5.19,few clouds
518,Avera,US,33.194,-82.5271,68.72,50,19,9.98,few clouds
519,Carutapera,BR,-1.195,-46.02,78.06,89,48,6.35,scattered clouds
520,Matara,LK,5.9485,80.5353,77.13,88,88,3.4,overcast clouds
521,Yar-Sale,RU,66.8333,70.8333,1.4,92,73,4.74,broken clouds
522,Bahia Blanca,AR,-38.7196,-62.2724,58.46,60,100,10.63,light rain
523,Bilma,NE,18.6853,12.9164,81.48,21,1,10.33,clear sky
524,Taunggyi,MM,20.7833,97.0333,58.26,97,15,1.36,few clouds
525,Na Wa,TH,17.4897,104.1006,71.31,93,100,4.03,overcast clouds
526,Vierzon,FR,47.2101,2.0625,54.19,79,15,10.33,few clouds
527,Dumas,US,35.8656,-101.9732,58.42,38,1,11.5,clear sky
528,Svetlaya,RU,46.5389,138.3297,40.53,88,100,5.75,overcast clouds
529,Barcelona,ES,41.3888,2.159,69.15,86,40,3.44,scattered clouds
530,Westport,US,41.1415,-73.3579,64.9,71,90,1.99,overcast clouds
531,Katobu,ID,-4.9408,122.5276,75.61,92,94,2.57,overcast clouds
532,Buala,SB,-8.145,159.5921,81.86,77,100,4.85,light rain
533,Moose Factory,CA,51.2585,-80.6094,41.0,93,90,6.91,light rain
534,Bantou,CN,26.2151,117.4893,63.79,97,98,2.62,overcast clouds
535,Krasnokholm,RU,51.5979,54.1567,41.14,91,44,8.32,scattered clouds
536,Creston,US,41.0586,-94.3614,51.12,49,75,17.27,broken clouds
537,Otautau,NZ,-46.15,168.0,55.71,51,87,6.04,overcast clouds
538,Luoyang,CN,34.6836,112.4536,54.28,68,99,6.82,overcast clouds
539,Necochea,AR,-38.5473,-58.7368,53.04,77,100,11.07,overcast clouds
540,Jian,CN,27.1172,114.9793,60.67,95,100,5.32,light rain
541,Stornoway,GB,58.2093,-6.3865,50.94,93,75,25.32,light rain
542,Altay,CN,47.8667,88.1167,34.38,91,100,8.63,light rain
543,Angoram,PG,-4.0625,144.0661,74.73,99,100,2.17,overcast clouds
544,Manggar,ID,-2.8833,108.2667,79.03,84,99,2.84,overcast clouds
545,Catemaco,MX,18.4167,-95.1167,76.78,70,20,1.39,few clouds
546,Amarante,BR,-6.2411,-42.8547,87.44,44,46,6.6,scattered clouds
547,Umm Lajj,SA,25.0213,37.2685,85.42,51,98,6.04,overcast clouds
548,Chavakachcheri,LK,9.6579,80.1643,79.81,85,100,8.61,overcast clouds
549,Puerto Colombia,CO,10.9878,-74.9547,75.29,81,100,5.19,overcast clouds
550,Alta Floresta,BR,-9.8756,-56.0861,77.7,80,94,4.7,overcast clouds
551,Chantada,ES,42.6088,-7.7712,56.41,95,100,5.23,overcast clouds
552,Faya,SA,18.3851,42.4509,59.11,51,4,6.46,clear sky
553,Libreville,GA,0.3925,9.4537,78.82,89,40,6.91,thunderstorm
554,Banda Aceh,ID,5.5577,95.3222,78.08,82,99,2.59,overcast clouds
555,Adre,TD,13.4667,22.2,83.41,21,76,11.61,broken clouds
556,Hantsport,CA,45.0668,-64.1654,61.12,97,100,8.01,overcast clouds
557,Calama,CL,-22.4667,-68.9333,75.69,11,0,24.16,clear sky
558,Tepechitlan,MX,21.6667,-103.3333,75.31,37,42,2.1,scattered clouds
559,Inirida,CO,3.8653,-67.9239,79.32,91,94,2.62,light rain
560,Beira,MZ,-19.8436,34.8389,74.98,72,38,11.88,scattered clouds
561,Sioux Lookout,CA,50.1001,-91.917,34.18,93,90,10.36,light rain
562,Burnie,AU,-41.0667,145.9167,54.95,62,95,10.02,overcast clouds
563,Nemuro,JP,43.3236,145.575,49.84,68,10,8.01,clear sky
564,Grand-Santi,GF,4.25,-54.3833,75.04,95,100,3.2,overcast clouds
565,Gazli,UZ,40.1333,63.45,48.7,42,0,9.53,clear sky
566,Acari,PE,-15.4311,-74.6158,75.43,56,1,8.05,clear sky
567,Mattru,SL,7.6244,-11.8332,74.26,97,86,2.13,moderate rain
568,Cascais,PT,38.6979,-9.4215,71.51,85,95,5.99,overcast clouds
569,Hof,DE,50.3167,11.9167,49.68,77,23,10.36,few clouds
570,Santa Cruz Cabralia,BR,-16.2781,-39.0247,79.03,73,40,13.8,scattered clouds
571,Fastiv,UA,50.0767,29.9177,44.22,66,0,7.02,clear sky
572,Puerto Ayacucho,VE,5.6639,-67.6236,81.77,81,76,3.42,broken clouds
573,Brodnica,PL,53.2597,19.3965,52.18,62,50,9.98,scattered clouds
574,Ternate,ID,0.8,127.4,80.87,80,100,5.21,overcast clouds
575,Itaituba,BR,-4.2761,-55.9836,87.96,70,20,0.0,few clouds
576,Ishigaki,JP,24.3448,124.1572,75.33,73,20,10.36,few clouds
577,Gizo,SB,-8.103,156.8419,82.4,75,100,9.46,overcast clouds
578,Clinton,US,42.587,-82.9199,57.94,76,75,1.99,broken clouds
579,Yovon,TJ,38.3141,69.0378,49.41,58,75,3.58,broken clouds
580,Coihaique,CL,-45.5752,-72.0662,70.41,26,0,8.05,clear sky
581,Kure,JP,34.2333,132.5667,59.95,78,100,5.08,overcast clouds
582,Ratnagiri,IN,16.9833,73.3,79.81,70,33,5.57,scattered clouds
583,Gidam,IN,18.9833,81.4,68.2,86,100,2.64,overcast clouds
584,Orlik,RU,52.5178,99.825,24.76,72,56,4.68,broken clouds
585,Algiers,DZ,36.7525,3.042,71.42,64,20,9.22,few clouds
586,Otavalo,EC,0.2333,-78.2667,59.22,92,98,2.86,moderate rain
587,Vyartsilya,RU,62.1764,30.693,42.13,96,100,6.35,overcast clouds
588,Tsuyama,JP,35.05,134.0,56.35,91,100,1.72,overcast clouds
589,Luganville,VU,-15.5333,167.1667,80.96,72,11,5.88,few clouds
590,Hami,CN,42.8,93.45,49.73,46,100,3.78,overcast clouds
591,Balabac,PH,7.9868,117.0645,81.73,80,100,16.28,overcast clouds
592,Yelets,RU,52.6237,38.5017,42.12,76,3,6.91,clear sky
593,George,ZA,-33.963,22.4617,62.15,88,0,4.61,clear sky
594,Canon City,US,38.441,-105.2424,65.62,75,90,3.44,overcast clouds
595,Porbandar,IN,21.6422,69.6093,76.64,38,25,7.07,scattered clouds
596,Beian,NO,63.6559,9.5683,49.01,87,0,16.11,clear sky
597,Santa Isabel,BR,-23.3156,-46.2214,69.4,99,100,2.82,light rain
598,Amot,NO,59.5714,7.9877,42.76,94,100,6.46,overcast clouds
599,Turukhansk,RU,65.8167,87.9833,7.07,97,99,2.51,overcast clouds
600,Kondinskoye,RU,59.6481,67.41,20.73,95,100,9.69,snow
601,Praia Da Vitoria,PT,38.7333,-27.0667,70.05,88,20,3.11,few clouds
602,Royal Tunbridge Wells,GB,51.1325,0.2633,53.19,85,2,21.09,clear sky
603,Brooks,CA,50.5834,-111.8851,40.98,46,0,4.61,clear sky
604,Zhigansk,RU,66.7697,123.3711,1.65,96,56,10.63,broken clouds
605,Ambovombe,MG,-25.1667,46.0833,71.55,85,99,3.67,light rain
606,Adrar,MR,20.5022,-10.0711,86.63,13,98,7.78,overcast clouds
607,Sarahan,IN,31.5167,77.8,43.93,41,0,5.75,clear sky
608,Awbari,LY,26.5921,12.7805,70.23,27,2,4.07,clear sky
609,Carcassonne,FR,43.25,2.1667,64.67,91,90,4.61,overcast clouds
610,Bacungan,PH,9.9106,118.7022,78.31,85,97,4.14,overcast clouds
611,Janow Lubelski,PL,50.707,22.4104,44.22,63,0,8.77,clear sky
612,Eatonton,US,33.3268,-83.3885,67.01,68,8,8.37,clear sky
613,Merauke,ID,-8.4667,140.3333,79.14,87,84,10.31,broken clouds
614,Villa Union,MX,23.2,-106.2333,89.56,55,20,0.0,few clouds
615,Krk,HR,45.0258,14.5731,58.05,92,98,1.68,overcast clouds
616,Neftcala,AZ,39.3742,49.2472,59.32,78,85,2.3,overcast clouds
617,Marinette,US,45.1,-87.6307,46.85,42,75,11.5,broken clouds
618,Cotonou,BJ,6.3654,2.4183,84.18,84,40,12.66,thunderstorm
619,Cozumel,MX,20.5083,-86.9458,84.11,58,37,4.0,scattered clouds
620,Igarka,RU,67.4667,86.5833,-2.0,99,100,4.34,overcast clouds
621,Upata,VE,8.0086,-62.3989,75.67,87,100,0.76,overcast clouds
622,Novska,HR,45.3406,16.9769,37.27,82,0,4.07,clear sky
623,Hobyo,SO,5.3505,48.5268,80.44,74,20,13.73,light rain
624,Pospelikha,RU,51.95,81.7667,26.71,85,90,12.35,overcast clouds
625,Kainantu,PG,-6.2887,145.8655,62.65,89,100,2.51,overcast clouds
626,Gornopravdinsk,RU,60.05,69.9,17.46,86,100,4.14,overcast clouds
627,Gazanjyk,TM,39.2446,55.5154,55.13,55,99,14.18,overcast clouds
628,Ortakoy,TR,38.7373,34.0387,46.65,60,91,4.34,overcast clouds
629,Bafoulabe,ML,13.8065,-10.8321,86.31,42,32,3.51,scattered clouds
630,Puerto Madryn,AR,-42.7692,-65.0385,51.4,62,95,13.51,overcast clouds
631,Rapid Valley,US,44.0625,-103.1463,42.03,55,90,1.99,overcast clouds
632,Vodnyy,RU,63.5046,53.4095,25.95,94,100,6.64,overcast clouds
633,Semnan,IR,35.5729,53.3971,58.66,56,58,1.61,broken clouds
634,High Rock,BS,26.6208,-78.2833,77.02,62,4,9.08,clear sky
635,Grande Prairie,CA,55.1667,-118.8027,33.98,51,20,4.61,few clouds
636,Mocuba,MZ,-16.8392,36.9856,73.53,90,31,3.42,scattered clouds
637,Iquitos,PE,-3.7481,-73.2472,86.04,70,40,3.44,scattered clouds
638,Marsh Harbour,BS,26.5412,-77.0636,77.18,63,89,8.97,overcast clouds
639,Koppies,ZA,-27.2418,27.5742,64.27,34,0,2.86,clear sky
640,Morehead,US,37.2711,-87.1764,66.31,57,1,5.01,clear sky
641,Todos Santos,MX,23.45,-110.2167,87.12,77,2,9.13,clear sky
642,Caluquembe,AO,-13.7833,14.6833,68.56,57,66,1.21,light rain
643,Mnogovershinnyy,RU,53.9353,139.9242,14.7,78,6,3.74,clear sky
644,Asau,RO,46.4333,26.4,41.76,92,0,1.97,clear sky
645,Bairiki,KI,1.3292,172.9752,84.2,70,20,13.8,few clouds
646,Shirokiy,RU,49.758,129.523,23.4,43,18,1.52,few clouds
647,Rush,IE,53.5223,-6.0931,48.02,94,75,13.8,light intensity shower rain
648,Amatan,MX,17.35,-92.75,77.88,73,84,5.23,broken clouds
649,Gibraleon,ES,37.3763,-6.969,69.03,89,80,9.19,broken clouds
650,Palauig,PH,15.435,119.9045,79.34,68,49,3.85,scattered clouds
651,Zatoka,UA,46.0725,30.4654,36.14,80,11,5.19,few clouds
652,Soc Trang,VN,9.6033,105.98,76.96,90,82,5.91,broken clouds
653,Tari,NG,12.4086,4.4914,82.58,17,100,7.4,overcast clouds
654,Alenquer,BR,-1.9417,-54.7383,88.14,59,100,3.24,overcast clouds
655,Suicheng,CN,33.8963,117.9331,56.5,84,94,12.41,light rain
656,Eastbourne,GB,50.7687,0.2845,54.48,81,7,8.99,clear sky
657,Antofagasta,CL,-23.65,-70.4,63.68,66,0,10.47,clear sky
658,Samarai,PG,-10.6167,150.6667,83.03,78,100,16.22,overcast clouds
659,Gunjur,GM,13.2019,-16.7339,82.47,83,0,5.75,clear sky
660,Mangan,IN,27.5167,88.5333,59.38,78,54,5.35,broken clouds
661,Nabire,ID,-3.3667,135.4833,74.93,92,90,2.26,overcast clouds
662,Zhanaozen,KZ,43.3,52.8,47.46,47,12,11.03,few clouds
663,Cootamundra,AU,-34.65,148.0333,53.92,61,88,3.8,overcast clouds
664,Bogorodskoye,RU,56.55,37.8833,40.5,85,6,9.64,clear sky
665,Valparaiso,CL,-33.0393,-71.6273,59.47,79,90,4.61,overcast clouds
666,Makubetsu,JP,45.3714,141.8211,43.77,83,100,15.23,overcast clouds
667,Tocopilla,CL,-22.092,-70.1979,69.8,55,17,3.91,few clouds
668,Yaring,TH,6.8662,101.3689,77.72,85,100,2.15,overcast clouds
669,Preobrazheniye,RU,42.9019,133.9064,46.31,84,77,9.75,broken clouds
670,Kalmunai,LK,7.4167,81.8167,78.28,88,59,6.24,broken clouds
671,Tambura,SS,5.6,27.4667,71.33,88,73,1.23,broken clouds
672,San Francisco,US,37.7749,-122.4194,69.64,75,75,1.99,broken clouds
